8899.998110	10334.516787	16083.779381
6277.777206	6826.268209	9980.084656
4719.946187	5443.096603	7524.312531
8677.234364	9228.405059	14683.768882
5883.003271	6565.035507	9406.590462
6445.203536	6827.770914	10903.910197
6853.873764	7651.736010	11566.439997
7800.038490	9401.924165	14195.816176
5545.048385	6507.837505	9510.849382
5871.288037	6733.494548	10506.517666
5217.905219	5818.510256	7931.544509
7439.509014	8188.787325	12273.790176
7869.088893	8779.190803	13294.703196
7875.347331	9373.408063	13916.686033
10460.320371	10905.022673	17549.673709
5883.150853	7503.536874	10224.291566
5993.196574	6316.556961	9282.944419
9471.072391	9851.848408	17362.158386
9815.872709	11807.229072	18066.803798
6664.598292	7506.117244	11444.477419
5021.742402	7211.396832	9552.112878
6525.685206	8241.655383	11599.506332
6836.378430	7551.221424	12030.708301
9209.636145	9461.932956	16700.156922
7695.780199	9157.903251	13570.615077
6161.175489	6976.855342	9717.635623
5506.379120	6246.597594	9347.773009
9072.136387	9934.198995	15481.353364
7327.387604	8651.846543	13172.028159
6719.565601	7701.306534	12325.421243
8637.271588	9033.785025	15051.412885
7490.894776	8452.254768	13234.942887
7222.935270	7545.000593	12706.827665
7233.500126	7929.163438	11316.930300
7880.681399	8889.362849	13524.223576
5691.688278	6171.527674	8774.892159
7490.067836	8075.570696	11604.400992
7533.974429	8033.875034	13066.122464
5889.749454	6573.183721	9060.002489
5713.180519	6344.828439	8350.590619
7822.791583	8368.346363	13379.139152
7801.644155	9598.228769	13765.958462
8866.040427	9539.269142	15535.400370
7927.366912	9252.274551	14441.083651
5991.153429	7262.942857	11078.284982
7898.503404	8759.038196	12984.432114
6439.734890	7888.520202	11468.301901
9426.880665	10188.324862	16733.878737
6604.212922	7640.951736	11582.760616
5281.991270	5989.862419	8935.658984
7724.489166	9353.007294	13928.644270
6588.701411	8242.885771	11658.597799
7781.532269	8802.601681	13586.169019
8344.169295	8752.572365	14679.619021
8986.504991	10589.747725	16007.624238
9275.406102	10302.617880	16628.480787
6603.001198	7465.560794	11247.494822
7169.051462	8268.890237	13340.166508
7882.463353	8310.155641	12787.954493
8551.037708	9084.457698	14895.749506
10379.789333	11847.374188	19222.040518
8494.410404	9281.933920	13835.987371
7242.239140	7933.790155	12010.209197
9990.702099	11062.866181	18300.517859
10250.279740	10309.023516	16932.512806
5788.632962	6292.360148	9239.000815
6842.246132	7227.215737	11090.839265
6740.909785	7736.212435	12187.587933
7206.477189	8468.336693	12292.466002
5679.180644	6828.468260	10313.903760
6219.270819	7162.228470	10008.355787
7745.189215	8890.807926	14153.994253
6677.369543	7844.833464	11214.138826
7509.518104	8496.276598	11716.440258
5574.726743	7164.506213	10301.807255
6462.048279	7171.378121	11551.240026
8338.707600	9507.229604	13618.639658
6831.712739	7188.891048	12354.874260
7181.291019	7971.038317	11781.346653
8626.214502	10420.413545	16454.235367
7196.316539	7719.450277	11922.377682
9300.514420	9992.215038	15939.061675
8303.909484	9158.942856	14780.014833
7816.272453	8697.272680	13266.608133
7511.414097	8671.095326	12596.989650
8616.756818	8969.774271	15338.210070
8386.160517	9552.910898	13814.436883
8146.697470	9592.501693	15264.793134
6389.385669	7353.788389	9985.016286
7184.940538	8734.363527	13302.347458
6263.706213	7408.664677	11178.371895
7806.634188	8832.241628	13259.971638
7949.422829	9269.077295	13658.238649
7273.185720	8518.992754	13673.427555
6823.672558	7429.918745	11538.985427
6022.075324	6872.092699	10690.355992
6964.491804	7090.386015	11287.070997
7885.816730	9346.301234	14848.877873
8016.343352	8880.757121	13003.907127
5157.523973	6291.128182	8713.015547
6060.393212	6669.265327	9426.496716
10750.577633	11658.203835	19352.452716
6324.615512	7226.802831	11065.476998
6106.426279	6311.447129	8760.827407
10718.487373	11401.187405	18595.532822
7564.936975	7886.045827	11619.082891
7407.503227	8771.800825	14123.846363
6706.332931	6785.725691	10472.177971
7424.843917	8421.787265	11812.443475
7787.123838	8065.644157	12165.994864
8179.737036	8904.245554	14743.727863
7978.539602	8739.267513	14480.490327
7857.524720	8705.996261	12289.320261
8965.890512	9656.720485	14418.291321
7421.125222	8891.155664	13956.433803
9144.647450	9560.473538	15028.418041
6685.159529	8073.141512	11860.215036
7008.547285	7756.482808	11028.348164
6606.204193	8364.854234	12120.033237
7301.728967	8289.737837	13172.787239
9473.524857	10504.964734	15654.571518
5274.453050	5810.930616	8858.568886
6511.646991	7105.950126	10426.374288
5253.395360	6321.287259	8343.499904
5242.408876	5819.758020	8114.063752
10028.830610	11183.473745	17687.949362
7547.237971	7832.800304	11731.858511
6186.762651	7464.015088	10493.410499
6094.047708	7293.017974	11034.829552
6542.128285	8334.707311	12142.118588
7319.048152	7825.731766	11605.422795
5416.827077	7382.267980	10147.762065
7081.905287	7604.316484	11646.307073
7937.153182	9536.211041	13827.669308
6697.291424	7235.277772	11579.773856
6809.105732	8115.172822	11226.376416
5612.053362	6294.158274	9482.286460
